PA,SZ,AG,TOD,Pop,Sex,Time
Ang Mo Kio,Kebun Bahru,70_to_74,5-Room and Executive Flats,80,Males,2024
Ang Mo Kio,Kebun Bahru,70_to_74,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Kebun Bahru,70_to_74,Landed Properties,30,Males,2024
Ang Mo Kio,Kebun Bahru,70_to_74,Others,30,Males,2024
Ang Mo Kio,Kebun Bahru,75_to_79,1- and 2-Room Flats*,50,Males,2024
Ang Mo Kio,Kebun Bahru,75_to_79,3-Room Flats,250,Males,2024
Ang Mo Kio,Kebun Bahru,75_to_79,4-Room Flats,120,Males,2024
Ang Mo Kio,Kebun Bahru,75_to_79,5-Room and Executive Flats,40,Males,2024
Ang Mo Kio,Kebun Bahru,75_to_79,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Kebun Bahru,75_to_79,Landed Properties,30,Males,2024
Ang Mo Kio,Kebun Bahru,75_to_79,Others,10,Males,2024
Ang Mo Kio,Kebun Bahru,80_to_84,1- and 2-Room Flats*,20,Males,2024
Ang Mo Kio,Kebun Bahru,80_to_84,3-Room Flats,150,Males,2024
Ang Mo Kio,Kebun Bahru,80_to_84,4-Room Flats,70,Males,2024
Ang Mo Kio,Kebun Bahru,80_to_84,5-Room and Executive Flats,30,Males,2024
Ang Mo Kio,Kebun Bahru,80_to_84,Landed Properties,20,Males,2024
Ang Mo Kio,Kebun Bahru,80_to_84,Others,20,Males,2024
Ang Mo Kio,Kebun Bahru,85_to_89,1- and 2-Room Flats*,20,Males,2024
Ang Mo Kio,Kebun Bahru,85_to_89,3-Room Flats,60,Males,2024
Ang Mo Kio,Kebun Bahru,85_to_89,4-Room Flats,30,Males,2024
Ang Mo Kio,Kebun Bahru,85_to_89,5-Room and Executive Flats,10,Males,2024
Ang Mo Kio,Kebun Bahru,85_to_89,Landed Properties,30,Males,2024
Ang Mo Kio,Kebun Bahru,85_to_89,Others,10,Males,2024
Ang Mo Kio,Kebun Bahru,90 & Over,1- and 2-Room Flats*,10,Males,2024
Ang Mo Kio,Kebun Bahru,90 & Over,3-Room Flats,20,Males,2024
Ang Mo Kio,Kebun Bahru,90 & Over,4-Room Flats,20,Males,2024
Ang Mo Kio,Kebun Bahru,90 & Over,5-Room and Executive Flats,10,Males,2024
Ang Mo Kio,Kebun Bahru,90 & Over,Landed Properties,20,Males,2024
Ang Mo Kio,Sembawang Hills,0_to_4,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Sembawang Hills,0_to_4,Landed Properties,80,Males,2024
Ang Mo Kio,Sembawang Hills,5_to_9,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Sembawang Hills,5_to_9,Landed Properties,140,Males,2024
Ang Mo Kio,Sembawang Hills,10_to_14,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Sembawang Hills,10_to_14,Landed Properties,150,Males,2024
Ang Mo Kio,Sembawang Hills,15_to_19,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Sembawang Hills,15_to_19,Landed Properties,220,Males,2024
Ang Mo Kio,Sembawang Hills,20_to_24,Landed Properties,220,Males,2024
Ang Mo Kio,Sembawang Hills,25_to_29,Condominiums and Other Apartments,20,Males,2024
Ang Mo Kio,Sembawang Hills,25_to_29,Landed Properties,200,Males,2024
Ang Mo Kio,Sembawang Hills,30_to_34,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Sembawang Hills,30_to_34,Landed Properties,170,Males,2024
Ang Mo Kio,Sembawang Hills,35_to_39,Condominiums and Other Apartments,20,Males,2024
Ang Mo Kio,Sembawang Hills,35_to_39,Landed Properties,110,Males,2024
Ang Mo Kio,Sembawang Hills,35_to_39,Others,10,Males,2024
Ang Mo Kio,Sembawang Hills,40_to_44,Condominiums and Other Apartments,20,Males,2024
Ang Mo Kio,Sembawang Hills,40_to_44,Landed Properties,170,Males,2024
Ang Mo Kio,Sembawang Hills,45_to_49,Condominiums and Other Apartments,20,Males,2024
Ang Mo Kio,Sembawang Hills,45_to_49,Landed Properties,180,Males,2024
Ang Mo Kio,Sembawang Hills,50_to_54,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Sembawang Hills,50_to_54,Landed Properties,250,Males,2024
Ang Mo Kio,Sembawang Hills,55_to_59,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Sembawang Hills,55_to_59,Landed Properties,250,Males,2024
Ang Mo Kio,Sembawang Hills,60_to_64,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Sembawang Hills,60_to_64,Landed Properties,220,Males,2024
Ang Mo Kio,Sembawang Hills,65_to_69,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Sembawang Hills,65_to_69,Landed Properties,210,Males,2024
Ang Mo Kio,Sembawang Hills,70_to_74,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Sembawang Hills,70_to_74,Landed Properties,160,Males,2024
Ang Mo Kio,Sembawang Hills,75_to_79,Landed Properties,130,Males,2024
Ang Mo Kio,Sembawang Hills,80_to_84,Landed Properties,80,Males,2024
Ang Mo Kio,Sembawang Hills,85_to_89,Landed Properties,50,Males,2024
Ang Mo Kio,Sembawang Hills,90 & Over,Landed Properties,30,Males,2024
Ang Mo Kio,Shangri-La,0_to_4,1- and 2-Room Flats*,90,Males,2024
Ang Mo Kio,Shangri-La,0_to_4,3-Room Flats,50,Males,2024
Ang Mo Kio,Shangri-La,0_to_4,4-Room Flats,150,Males,2024
Ang Mo Kio,Shangri-La,0_to_4,5-Room and Executive Flats,70,Males,2024
Ang Mo Kio,Shangri-La,0_to_4,Landed Properties,10,Males,2024
Ang Mo Kio,Shangri-La,5_to_9,1- and 2-Room Flats*,90,Males,2024
Ang Mo Kio,Shangri-La,5_to_9,3-Room Flats,70,Males,2024
Ang Mo Kio,Shangri-La,5_to_9,4-Room Flats,130,Males,2024
Ang Mo Kio,Shangri-La,5_to_9,5-Room and Executive Flats,80,Males,2024
Ang Mo Kio,Shangri-La,5_to_9,Landed Properties,10,Males,2024
Ang Mo Kio,Shangri-La,10_to_14,1- and 2-Room Flats*,70,Males,2024
Ang Mo Kio,Shangri-La,10_to_14,3-Room Flats,80,Males,2024
Ang Mo Kio,Shangri-La,10_to_14,4-Room Flats,110,Males,2024
Ang Mo Kio,Shangri-La,10_to_14,5-Room and Executive Flats,70,Males,2024
Ang Mo Kio,Shangri-La,15_to_19,1- and 2-Room Flats*,90,Males,2024
Ang Mo Kio,Shangri-La,15_to_19,3-Room Flats,110,Males,2024
Ang Mo Kio,Shangri-La,15_to_19,4-Room Flats,120,Males,2024
Ang Mo Kio,Shangri-La,15_to_19,5-Room and Executive Flats,70,Males,2024
Ang Mo Kio,Shangri-La,15_to_19,Landed Properties,10,Males,2024
Ang Mo Kio,Shangri-La,20_to_24,1- and 2-Room Flats*,110,Males,2024
Ang Mo Kio,Shangri-La,20_to_24,3-Room Flats,120,Males,2024
Ang Mo Kio,Shangri-La,20_to_24,4-Room Flats,130,Males,2024
Ang Mo Kio,Shangri-La,20_to_24,5-Room and Executive Flats,60,Males,2024
Ang Mo Kio,Shangri-La,20_to_24,Landed Properties,10,Males,2024
Ang Mo Kio,Shangri-La,25_to_29,1- and 2-Room Flats*,100,Males,2024
Ang Mo Kio,Shangri-La,25_to_29,3-Room Flats,150,Males,2024
Ang Mo Kio,Shangri-La,25_to_29,4-Room Flats,180,Males,2024
Ang Mo Kio,Shangri-La,25_to_29,5-Room and Executive Flats,80,Males,2024
Ang Mo Kio,Shangri-La,25_to_29,Landed Properties,10,Males,2024
Ang Mo Kio,Shangri-La,30_to_34,1- and 2-Room Flats*,100,Males,2024
Ang Mo Kio,Shangri-La,30_to_34,3-Room Flats,170,Males,2024
Ang Mo Kio,Shangri-La,30_to_34,4-Room Flats,250,Males,2024
Ang Mo Kio,Shangri-La,30_to_34,5-Room and Executive Flats,90,Males,2024
Ang Mo Kio,Shangri-La,35_to_39,1- and 2-Room Flats*,60,Males,2024
Ang Mo Kio,Shangri-La,35_to_39,3-Room Flats,130,Males,2024
Ang Mo Kio,Shangri-La,35_to_39,4-Room Flats,240,Males,2024
Ang Mo Kio,Shangri-La,35_to_39,5-Room and Executive Flats,110,Males,2024
Ang Mo Kio,Shangri-La,40_to_44,1- and 2-Room Flats*,60,Males,2024
Ang Mo Kio,Shangri-La,40_to_44,3-Room Flats,160,Males,2024
Ang Mo Kio,Shangri-La,40_to_44,4-Room Flats,200,Males,2024
Ang Mo Kio,Shangri-La,40_to_44,5-Room and Executive Flats,90,Males,2024
Ang Mo Kio,Shangri-La,40_to_44,Landed Properties,10,Males,2024
Ang Mo Kio,Shangri-La,45_to_49,1- and 2-Room Flats*,60,Males,2024
Ang Mo Kio,Shangri-La,45_to_49,3-Room Flats,210,Males,2024
Ang Mo Kio,Shangri-La,45_to_49,4-Room Flats,190,Males,2024
Ang Mo Kio,Shangri-La,45_to_49,5-Room and Executive Flats,90,Males,2024
Ang Mo Kio,Shangri-La,45_to_49,Landed Properties,10,Males,2024
Ang Mo Kio,Shangri-La,50_to_54,1- and 2-Room Flats*,80,Males,2024
Ang Mo Kio,Shangri-La,50_to_54,3-Room Flats,230,Males,2024
Ang Mo Kio,Shangri-La,50_to_54,4-Room Flats,180,Males,2024
Ang Mo Kio,Shangri-La,50_to_54,5-Room and Executive Flats,100,Males,2024
Ang Mo Kio,Shangri-La,50_to_54,Landed Properties,10,Males,2024
Ang Mo Kio,Shangri-La,50_to_54,Others,10,Males,2024
Ang Mo Kio,Shangri-La,55_to_59,1- and 2-Room Flats*,110,Males,2024
Ang Mo Kio,Shangri-La,55_to_59,3-Room Flats,230,Males,2024
Ang Mo Kio,Shangri-La,55_to_59,4-Room Flats,160,Males,2024
Ang Mo Kio,Shangri-La,55_to_59,5-Room and Executive Flats,80,Males,2024
Ang Mo Kio,Shangri-La,55_to_59,Landed Properties,10,Males,2024
Ang Mo Kio,Shangri-La,55_to_59,Others,10,Males,2024
Ang Mo Kio,Shangri-La,60_to_64,1- and 2-Room Flats*,150,Males,2024
Ang Mo Kio,Shangri-La,60_to_64,3-Room Flats,300,Males,2024
Ang Mo Kio,Shangri-La,60_to_64,4-Room Flats,200,Males,2024
Ang Mo Kio,Shangri-La,60_to_64,5-Room and Executive Flats,60,Males,2024
Ang Mo Kio,Shangri-La,60_to_64,Landed Properties,10,Males,2024
Ang Mo Kio,Shangri-La,60_to_64,Others,10,Males,2024
Ang Mo Kio,Shangri-La,65_to_69,1- and 2-Room Flats*,140,Males,2024
Ang Mo Kio,Shangri-La,65_to_69,3-Room Flats,230,Males,2024
Ang Mo Kio,Shangri-La,65_to_69,4-Room Flats,150,Males,2024
Ang Mo Kio,Shangri-La,65_to_69,5-Room and Executive Flats,60,Males,2024
Ang Mo Kio,Shangri-La,65_to_69,Landed Properties,10,Males,2024
Ang Mo Kio,Shangri-La,65_to_69,Others,10,Males,2024
Ang Mo Kio,Shangri-La,70_to_74,1- and 2-Room Flats*,130,Males,2024
Ang Mo Kio,Shangri-La,70_to_74,3-Room Flats,190,Males,2024
Ang Mo Kio,Shangri-La,70_to_74,4-Room Flats,150,Males,2024
Ang Mo Kio,Shangri-La,70_to_74,5-Room and Executive Flats,50,Males,2024
Ang Mo Kio,Shangri-La,70_to_74,Landed Properties,10,Males,2024
Ang Mo Kio,Shangri-La,70_to_74,Others,20,Males,2024
Ang Mo Kio,Shangri-La,75_to_79,1- and 2-Room Flats*,70,Males,2024
Ang Mo Kio,Shangri-La,75_to_79,3-Room Flats,140,Males,2024
Ang Mo Kio,Shangri-La,75_to_79,4-Room Flats,90,Males,2024
Ang Mo Kio,Shangri-La,75_to_79,5-Room and Executive Flats,30,Males,2024
Ang Mo Kio,Shangri-La,75_to_79,Landed Properties,10,Males,2024
Ang Mo Kio,Shangri-La,75_to_79,Others,20,Males,2024
Ang Mo Kio,Shangri-La,80_to_84,1- and 2-Room Flats*,50,Males,2024
Ang Mo Kio,Shangri-La,80_to_84,3-Room Flats,90,Males,2024
Ang Mo Kio,Shangri-La,80_to_84,4-Room Flats,70,Males,2024
Ang Mo Kio,Shangri-La,80_to_84,5-Room and Executive Flats,20,Males,2024
Ang Mo Kio,Shangri-La,80_to_84,Landed Properties,10,Males,2024
Ang Mo Kio,Shangri-La,80_to_84,Others,20,Males,2024
Ang Mo Kio,Shangri-La,85_to_89,1- and 2-Room Flats*,10,Males,2024
Ang Mo Kio,Shangri-La,85_to_89,3-Room Flats,50,Males,2024
Ang Mo Kio,Shangri-La,85_to_89,4-Room Flats,20,Males,2024
Ang Mo Kio,Shangri-La,85_to_89,5-Room and Executive Flats,10,Males,2024
Ang Mo Kio,Shangri-La,85_to_89,Others,20,Males,2024
Ang Mo Kio,Shangri-La,90 & Over,1- and 2-Room Flats*,10,Males,2024
Ang Mo Kio,Shangri-La,90 & Over,3-Room Flats,20,Males,2024
Ang Mo Kio,Shangri-La,90 & Over,4-Room Flats,10,Males,2024
Ang Mo Kio,Shangri-La,90 & Over,5-Room and Executive Flats,10,Males,2024
Ang Mo Kio,Shangri-La,90 & Over,Others,10,Males,2024
Ang Mo Kio,Tagore,0_to_4,Condominiums and Other Apartments,30,Males,2024
Ang Mo Kio,Tagore,0_to_4,Landed Properties,70,Males,2024
Ang Mo Kio,Tagore,5_to_9,Condominiums and Other Apartments,50,Males,2024
Ang Mo Kio,Tagore,5_to_9,Landed Properties,90,Males,2024
Ang Mo Kio,Tagore,10_to_14,Condominiums and Other Apartments,60,Males,2024
Ang Mo Kio,Tagore,10_to_14,Landed Properties,110,Males,2024
Ang Mo Kio,Tagore,15_to_19,Condominiums and Other Apartments,80,Males,2024
Ang Mo Kio,Tagore,15_to_19,Landed Properties,150,Males,2024
Ang Mo Kio,Tagore,20_to_24,Condominiums and Other Apartments,80,Males,2024
Ang Mo Kio,Tagore,20_to_24,Landed Properties,150,Males,2024
Ang Mo Kio,Tagore,25_to_29,Condominiums and Other Apartments,80,Males,2024
Ang Mo Kio,Tagore,25_to_29,Landed Properties,180,Males,2024
Ang Mo Kio,Tagore,30_to_34,Condominiums and Other Apartments,70,Males,2024
Ang Mo Kio,Tagore,30_to_34,Landed Properties,190,Males,2024
Ang Mo Kio,Tagore,35_to_39,Condominiums and Other Apartments,70,Males,2024
Ang Mo Kio,Tagore,35_to_39,Landed Properties,140,Males,2024
Ang Mo Kio,Tagore,40_to_44,Condominiums and Other Apartments,70,Males,2024
Ang Mo Kio,Tagore,40_to_44,Landed Properties,100,Males,2024
Ang Mo Kio,Tagore,45_to_49,Condominiums and Other Apartments,90,Males,2024
Ang Mo Kio,Tagore,45_to_49,Landed Properties,130,Males,2024
Ang Mo Kio,Tagore,50_to_54,Condominiums and Other Apartments,120,Males,2024
Ang Mo Kio,Tagore,50_to_54,Landed Properties,170,Males,2024
Ang Mo Kio,Tagore,55_to_59,Condominiums and Other Apartments,100,Males,2024
Ang Mo Kio,Tagore,55_to_59,Landed Properties,160,Males,2024
Ang Mo Kio,Tagore,60_to_64,Condominiums and Other Apartments,100,Males,2024
Ang Mo Kio,Tagore,60_to_64,Landed Properties,200,Males,2024
Ang Mo Kio,Tagore,65_to_69,Condominiums and Other Apartments,90,Males,2024
Ang Mo Kio,Tagore,65_to_69,Landed Properties,230,Males,2024
Ang Mo Kio,Tagore,65_to_69,Others,10,Males,2024
Ang Mo Kio,Tagore,70_to_74,Condominiums and Other Apartments,50,Males,2024
Ang Mo Kio,Tagore,70_to_74,Landed Properties,180,Males,2024
Ang Mo Kio,Tagore,70_to_74,Others,10,Males,2024
Ang Mo Kio,Tagore,75_to_79,Condominiums and Other Apartments,30,Males,2024
Ang Mo Kio,Tagore,75_to_79,Landed Properties,130,Males,2024
Ang Mo Kio,Tagore,75_to_79,Others,10,Males,2024
Ang Mo Kio,Tagore,80_to_84,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Tagore,80_to_84,Landed Properties,60,Males,2024
Ang Mo Kio,Tagore,80_to_84,Others,20,Males,2024
Ang Mo Kio,Tagore,85_to_89,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Tagore,85_to_89,Landed Properties,50,Males,2024
Ang Mo Kio,Tagore,85_to_89,Others,10,Males,2024
Ang Mo Kio,Tagore,90 & Over,Landed Properties,20,Males,2024
Ang Mo Kio,Tagore,90 & Over,Others,10,Males,2024
Ang Mo Kio,Townsville,0_to_4,1- and 2-Room Flats*,20,Males,2024
Ang Mo Kio,Townsville,0_to_4,3-Room Flats,50,Males,2024
Ang Mo Kio,Townsville,0_to_4,4-Room Flats,120,Males,2024
Ang Mo Kio,Townsville,0_to_4,5-Room and Executive Flats,50,Males,2024
Ang Mo Kio,Townsville,5_to_9,1- and 2-Room Flats*,30,Males,2024
Ang Mo Kio,Townsville,5_to_9,3-Room Flats,70,Males,2024
Ang Mo Kio,Townsville,5_to_9,4-Room Flats,160,Males,2024
Ang Mo Kio,Townsville,5_to_9,5-Room and Executive Flats,80,Males,2024
Ang Mo Kio,Townsville,10_to_14,1- and 2-Room Flats*,30,Males,2024
Ang Mo Kio,Townsville,10_to_14,3-Room Flats,80,Males,2024
Ang Mo Kio,Townsville,10_to_14,4-Room Flats,200,Males,2024
Ang Mo Kio,Townsville,10_to_14,5-Room and Executive Flats,130,Males,2024
Ang Mo Kio,Townsville,15_to_19,1- and 2-Room Flats*,30,Males,2024
Ang Mo Kio,Townsville,15_to_19,3-Room Flats,90,Males,2024
Ang Mo Kio,Townsville,15_to_19,4-Room Flats,190,Males,2024
Ang Mo Kio,Townsville,15_to_19,5-Room and Executive Flats,150,Males,2024
Ang Mo Kio,Townsville,20_to_24,1- and 2-Room Flats*,30,Males,2024
Ang Mo Kio,Townsville,20_to_24,3-Room Flats,100,Males,2024
Ang Mo Kio,Townsville,20_to_24,4-Room Flats,210,Males,2024
Ang Mo Kio,Townsville,20_to_24,5-Room and Executive Flats,80,Males,2024
Ang Mo Kio,Townsville,25_to_29,1- and 2-Room Flats*,30,Males,2024
Ang Mo Kio,Townsville,25_to_29,3-Room Flats,140,Males,2024
Ang Mo Kio,Townsville,25_to_29,4-Room Flats,250,Males,2024
Ang Mo Kio,Townsville,25_to_29,5-Room and Executive Flats,110,Males,2024
Ang Mo Kio,Townsville,30_to_34,1- and 2-Room Flats*,30,Males,2024
Ang Mo Kio,Townsville,30_to_34,3-Room Flats,180,Males,2024
Ang Mo Kio,Townsville,30_to_34,4-Room Flats,330,Males,2024
Ang Mo Kio,Townsville,30_to_34,5-Room and Executive Flats,120,Males,2024
Ang Mo Kio,Townsville,30_to_34,Others,10,Males,2024
Ang Mo Kio,Townsville,35_to_39,1- and 2-Room Flats*,40,Males,2024
Ang Mo Kio,Townsville,35_to_39,3-Room Flats,170,Males,2024
Ang Mo Kio,Townsville,35_to_39,4-Room Flats,260,Males,2024
Ang Mo Kio,Townsville,35_to_39,5-Room and Executive Flats,100,Males,2024
Ang Mo Kio,Townsville,40_to_44,1- and 2-Room Flats*,20,Males,2024
Ang Mo Kio,Townsville,40_to_44,3-Room Flats,200,Males,2024
Ang Mo Kio,Townsville,40_to_44,4-Room Flats,270,Males,2024
Ang Mo Kio,Townsville,40_to_44,5-Room and Executive Flats,130,Males,2024
Ang Mo Kio,Townsville,45_to_49,1- and 2-Room Flats*,30,Males,2024
Ang Mo Kio,Townsville,45_to_49,3-Room Flats,200,Males,2024
Ang Mo Kio,Townsville,45_to_49,4-Room Flats,330,Males,2024
Ang Mo Kio,Townsville,45_to_49,5-Room and Executive Flats,160,Males,2024
Ang Mo Kio,Townsville,50_to_54,1- and 2-Room Flats*,50,Males,2024
Ang Mo Kio,Townsville,50_to_54,3-Room Flats,200,Males,2024
Ang Mo Kio,Townsville,50_to_54,4-Room Flats,290,Males,2024
Ang Mo Kio,Townsville,50_to_54,5-Room and Executive Flats,150,Males,2024
Ang Mo Kio,Townsville,55_to_59,1- and 2-Room Flats*,60,Males,2024
Ang Mo Kio,Townsville,55_to_59,3-Room Flats,200,Males,2024
Ang Mo Kio,Townsville,55_to_59,4-Room Flats,280,Males,2024
Ang Mo Kio,Townsville,55_to_59,5-Room and Executive Flats,90,Males,2024
Ang Mo Kio,Townsville,60_to_64,1- and 2-Room Flats*,60,Males,2024
Ang Mo Kio,Townsville,60_to_64,3-Room Flats,230,Males,2024
Ang Mo Kio,Townsville,60_to_64,4-Room Flats,330,Males,2024
Ang Mo Kio,Townsville,60_to_64,5-Room and Executive Flats,130,Males,2024
Ang Mo Kio,Townsville,65_to_69,1- and 2-Room Flats*,70,Males,2024
Ang Mo Kio,Townsville,65_to_69,3-Room Flats,220,Males,2024
Ang Mo Kio,Townsville,65_to_69,4-Room Flats,280,Males,2024
Ang Mo Kio,Townsville,65_to_69,5-Room and Executive Flats,100,Males,2024
Ang Mo Kio,Townsville,70_to_74,1- and 2-Room Flats*,70,Males,2024
Ang Mo Kio,Townsville,70_to_74,3-Room Flats,230,Males,2024
Ang Mo Kio,Townsville,70_to_74,4-Room Flats,250,Males,2024
Ang Mo Kio,Townsville,70_to_74,5-Room and Executive Flats,60,Males,2024
Ang Mo Kio,Townsville,75_to_79,1- and 2-Room Flats*,50,Males,2024
Ang Mo Kio,Townsville,75_to_79,3-Room Flats,150,Males,2024
Ang Mo Kio,Townsville,75_to_79,4-Room Flats,210,Males,2024
Ang Mo Kio,Townsville,75_to_79,5-Room and Executive Flats,70,Males,2024
Ang Mo Kio,Townsville,80_to_84,1- and 2-Room Flats*,30,Males,2024
Ang Mo Kio,Townsville,80_to_84,3-Room Flats,100,Males,2024
Ang Mo Kio,Townsville,80_to_84,4-Room Flats,120,Males,2024
Ang Mo Kio,Townsville,80_to_84,5-Room and Executive Flats,50,Males,2024
Ang Mo Kio,Townsville,85_to_89,1- and 2-Room Flats*,10,Males,2024
Ang Mo Kio,Townsville,85_to_89,3-Room Flats,60,Males,2024
Ang Mo Kio,Townsville,85_to_89,4-Room Flats,70,Males,2024
Ang Mo Kio,Townsville,85_to_89,5-Room and Executive Flats,20,Males,2024
Ang Mo Kio,Townsville,90 & Over,1- and 2-Room Flats*,10,Males,2024
Ang Mo Kio,Townsville,90 & Over,3-Room Flats,20,Males,2024
Ang Mo Kio,Townsville,90 & Over,4-Room Flats,40,Males,2024
Ang Mo Kio,Townsville,90 & Over,5-Room and Executive Flats,10,Males,2024
Ang Mo Kio,Yio Chu Kang East,0_to_4,Condominiums and Other Apartments,20,Males,2024
Ang Mo Kio,Yio Chu Kang East,0_to_4,Landed Properties,50,Males,2024
Ang Mo Kio,Yio Chu Kang East,5_to_9,Condominiums and Other Apartments,50,Males,2024
Ang Mo Kio,Yio Chu Kang East,5_to_9,Landed Properties,70,Males,2024
Ang Mo Kio,Yio Chu Kang East,10_to_14,Condominiums and Other Apartments,50,Males,2024
Ang Mo Kio,Yio Chu Kang East,10_to_14,Landed Properties,80,Males,2024
Ang Mo Kio,Yio Chu Kang East,15_to_19,Condominiums and Other Apartments,50,Males,2024
Ang Mo Kio,Yio Chu Kang East,15_to_19,Landed Properties,70,Males,2024
Ang Mo Kio,Yio Chu Kang East,20_to_24,Condominiums and Other Apartments,50,Males,2024
Ang Mo Kio,Yio Chu Kang East,20_to_24,Landed Properties,80,Males,2024
Ang Mo Kio,Yio Chu Kang East,25_to_29,Condominiums and Other Apartments,80,Males,2024
Ang Mo Kio,Yio Chu Kang East,25_to_29,Landed Properties,90,Males,2024
Ang Mo Kio,Yio Chu Kang East,30_to_34,Condominiums and Other Apartments,50,Males,2024
Ang Mo Kio,Yio Chu Kang East,30_to_34,Landed Properties,70,Males,2024
Ang Mo Kio,Yio Chu Kang East,35_to_39,Condominiums and Other Apartments,40,Males,2024
Ang Mo Kio,Yio Chu Kang East,35_to_39,Landed Properties,70,Males,2024
Ang Mo Kio,Yio Chu Kang East,40_to_44,Condominiums and Other Apartments,50,Males,2024
Ang Mo Kio,Yio Chu Kang East,40_to_44,Landed Properties,80,Males,2024
Ang Mo Kio,Yio Chu Kang East,45_to_49,Condominiums and Other Apartments,70,Males,2024
Ang Mo Kio,Yio Chu Kang East,45_to_49,Landed Properties,80,Males,2024
Ang Mo Kio,Yio Chu Kang East,50_to_54,Condominiums and Other Apartments,80,Males,2024
Ang Mo Kio,Yio Chu Kang East,50_to_54,Landed Properties,80,Males,2024
Ang Mo Kio,Yio Chu Kang East,55_to_59,Condominiums and Other Apartments,60,Males,2024
Ang Mo Kio,Yio Chu Kang East,55_to_59,Landed Properties,70,Males,2024
Ang Mo Kio,Yio Chu Kang East,60_to_64,Condominiums and Other Apartments,70,Males,2024
Ang Mo Kio,Yio Chu Kang East,60_to_64,Landed Properties,80,Males,2024
Ang Mo Kio,Yio Chu Kang East,65_to_69,Condominiums and Other Apartments,80,Males,2024
Ang Mo Kio,Yio Chu Kang East,65_to_69,Landed Properties,90,Males,2024
Ang Mo Kio,Yio Chu Kang East,65_to_69,Others,10,Males,2024
Ang Mo Kio,Yio Chu Kang East,70_to_74,Condominiums and Other Apartments,40,Males,2024
Ang Mo Kio,Yio Chu Kang East,70_to_74,Landed Properties,70,Males,2024
Ang Mo Kio,Yio Chu Kang East,70_to_74,Others,10,Males,2024
Ang Mo Kio,Yio Chu Kang East,75_to_79,Condominiums and Other Apartments,20,Males,2024
Ang Mo Kio,Yio Chu Kang East,75_to_79,Landed Properties,60,Males,2024
Ang Mo Kio,Yio Chu Kang East,75_to_79,Others,10,Males,2024
Ang Mo Kio,Yio Chu Kang East,80_to_84,Condominiums and Other Apartments,10,Males,2024
Ang Mo Kio,Yio Chu Kang East,80_to_84,Landed Properties,40,Males,2024
Ang Mo Kio,Yio Chu Kang East,80_to_84,Others,20,Males,2024
Ang Mo Kio,Yio Chu Kang East,85_to_89,Landed Properties,20,Males,2024
Ang Mo Kio,Yio Chu Kang East,85_to_89,Others,10,Males,2024
Ang Mo Kio,Yio Chu Kang East,90 & Over,Landed Properties,10,Males,2024
Ang Mo Kio,Yio Chu Kang West,0_to_4,1- and 2-Room Flats*,90,Males,2024
Ang Mo Kio,Yio Chu Kang West,0_to_4,3-Room Flats,50,Males,2024
Ang Mo Kio,Yio Chu Kang West,0_to_4,4-Room Flats,50,Males,2024
Ang Mo Kio,Yio Chu Kang West,0_to_4,5-Room and Executive Flats,40,Males,2024
Ang Mo Kio,Yio Chu Kang West,0_to_4,Condominiums and Other Apartments,90,Males,2024
Ang Mo Kio,Yio Chu Kang West,0_to_4,Landed Properties,10,Males,2024
Ang Mo Kio,Yio Chu Kang West,5_to_9,1- and 2-Room Flats*,70,Males,2024
Ang Mo Kio,Yio Chu Kang West,5_to_9,3-Room Flats,70,Males,2024
Ang Mo Kio,Yio Chu Kang West,5_to_9,4-Room Flats,70,Males,2024
Ang Mo Kio,Yio Chu Kang West,5_to_9,5-Room and Executive Flats,60,Males,2024
Ang Mo Kio,Yio Chu Kang West,5_to_9,Condominiums and Other Apartments,170,Males,2024
Ang Mo Kio,Yio Chu Kang West,5_to_9,Landed Properties,10,Males,2024
Ang Mo Kio,Yio Chu Kang West,10_to_14,1- and 2-Room Flats*,70,Males,2024
Ang Mo Kio,Yio Chu Kang West,10_to_14,3-Room Flats,110,Males,2024
Ang Mo Kio,Yio Chu Kang West,10_to_14,4-Room Flats,60,Males,2024
Ang Mo Kio,Yio Chu Kang West,10_to_14,5-Room and Executive Flats,60,Males,2024
Ang Mo Kio,Yio Chu Kang West,10_to_14,Condominiums and Other Apartments,200,Males,2024
