PA,SZ,AG,TOD,Pop,Sex,Time
Punggol,Northshore,35_to_39,5-Room and Executive Flats,300,Females,2024
Punggol,Northshore,35_to_39,Landed Properties,10,Females,2024
Punggol,Northshore,40_to_44,1- and 2-Room Flats*,200,Females,2024
Punggol,Northshore,40_to_44,3-Room Flats,90,Females,2024
Punggol,Northshore,40_to_44,4-Room Flats,190,Females,2024
Punggol,Northshore,40_to_44,5-Room and Executive Flats,170,Females,2024
Punggol,Northshore,40_to_44,Landed Properties,10,Females,2024
Punggol,Northshore,45_to_49,1- and 2-Room Flats*,240,Females,2024
Punggol,Northshore,45_to_49,3-Room Flats,60,Females,2024
Punggol,Northshore,45_to_49,4-Room Flats,150,Females,2024
Punggol,Northshore,45_to_49,5-Room and Executive Flats,160,Females,2024
Punggol,Northshore,45_to_49,Landed Properties,10,Females,2024
Punggol,Northshore,50_to_54,1- and 2-Room Flats*,200,Females,2024
Punggol,Northshore,50_to_54,3-Room Flats,80,Females,2024
Punggol,Northshore,50_to_54,4-Room Flats,150,Females,2024
Punggol,Northshore,50_to_54,5-Room and Executive Flats,110,Females,2024
Punggol,Northshore,50_to_54,Landed Properties,20,Females,2024
Punggol,Northshore,55_to_59,1- and 2-Room Flats*,170,Females,2024
Punggol,Northshore,55_to_59,3-Room Flats,70,Females,2024
Punggol,Northshore,55_to_59,4-Room Flats,90,Females,2024
Punggol,Northshore,55_to_59,5-Room and Executive Flats,50,Females,2024
Punggol,Northshore,55_to_59,Landed Properties,10,Females,2024
Punggol,Northshore,60_to_64,1- and 2-Room Flats*,230,Females,2024
Punggol,Northshore,60_to_64,3-Room Flats,60,Females,2024
Punggol,Northshore,60_to_64,4-Room Flats,60,Females,2024
Punggol,Northshore,60_to_64,5-Room and Executive Flats,40,Females,2024
Punggol,Northshore,60_to_64,Landed Properties,20,Females,2024
Punggol,Northshore,65_to_69,1- and 2-Room Flats*,230,Females,2024
Punggol,Northshore,65_to_69,3-Room Flats,50,Females,2024
Punggol,Northshore,65_to_69,4-Room Flats,60,Females,2024
Punggol,Northshore,65_to_69,5-Room and Executive Flats,40,Females,2024
Punggol,Northshore,65_to_69,Landed Properties,10,Females,2024
Punggol,Northshore,70_to_74,1- and 2-Room Flats*,160,Females,2024
Punggol,Northshore,70_to_74,3-Room Flats,50,Females,2024
Punggol,Northshore,70_to_74,4-Room Flats,40,Females,2024
Punggol,Northshore,70_to_74,5-Room and Executive Flats,30,Females,2024
Punggol,Northshore,75_to_79,1- and 2-Room Flats*,80,Females,2024
Punggol,Northshore,75_to_79,3-Room Flats,30,Females,2024
Punggol,Northshore,75_to_79,4-Room Flats,30,Females,2024
Punggol,Northshore,75_to_79,5-Room and Executive Flats,40,Females,2024
Punggol,Northshore,75_to_79,Landed Properties,10,Females,2024
Punggol,Northshore,80_to_84,1- and 2-Room Flats*,30,Females,2024
Punggol,Northshore,80_to_84,3-Room Flats,10,Females,2024
Punggol,Northshore,80_to_84,4-Room Flats,10,Females,2024
Punggol,Northshore,80_to_84,5-Room and Executive Flats,20,Females,2024
Punggol,Northshore,85_to_89,1- and 2-Room Flats*,20,Females,2024
Punggol,Northshore,85_to_89,3-Room Flats,10,Females,2024
Punggol,Northshore,85_to_89,4-Room Flats,10,Females,2024
Punggol,Northshore,85_to_89,5-Room and Executive Flats,10,Females,2024
Punggol,Northshore,90 & Over,1- and 2-Room Flats*,10,Females,2024
Punggol,Northshore,90 & Over,4-Room Flats,10,Females,2024
Punggol,Punggol Field,0_to_4,1- and 2-Room Flats*,60,Females,2024
Punggol,Punggol Field,0_to_4,3-Room Flats,10,Females,2024
Punggol,Punggol Field,0_to_4,4-Room Flats,230,Females,2024
Punggol,Punggol Field,0_to_4,5-Room and Executive Flats,480,Females,2024
Punggol,Punggol Field,0_to_4,Condominiums and Other Apartments,130,Females,2024
Punggol,Punggol Field,5_to_9,1- and 2-Room Flats*,50,Females,2024
Punggol,Punggol Field,5_to_9,3-Room Flats,10,Females,2024
Punggol,Punggol Field,5_to_9,4-Room Flats,300,Females,2024
Punggol,Punggol Field,5_to_9,5-Room and Executive Flats,750,Females,2024
Punggol,Punggol Field,5_to_9,Condominiums and Other Apartments,260,Females,2024
Punggol,Punggol Field,10_to_14,1- and 2-Room Flats*,40,Females,2024
Punggol,Punggol Field,10_to_14,3-Room Flats,20,Females,2024
Punggol,Punggol Field,10_to_14,4-Room Flats,360,Females,2024
Punggol,Punggol Field,10_to_14,5-Room and Executive Flats,970,Females,2024
Punggol,Punggol Field,10_to_14,Condominiums and Other Apartments,280,Females,2024
Punggol,Punggol Field,15_to_19,1- and 2-Room Flats*,30,Females,2024
Punggol,Punggol Field,15_to_19,3-Room Flats,10,Females,2024
Punggol,Punggol Field,15_to_19,4-Room Flats,370,Females,2024
Punggol,Punggol Field,15_to_19,5-Room and Executive Flats,"1,140",Females,2024
Punggol,Punggol Field,15_to_19,Condominiums and Other Apartments,240,Females,2024
Punggol,Punggol Field,20_to_24,1- and 2-Room Flats*,40,Females,2024
Punggol,Punggol Field,20_to_24,3-Room Flats,10,Females,2024
Punggol,Punggol Field,20_to_24,4-Room Flats,360,Females,2024
Punggol,Punggol Field,20_to_24,5-Room and Executive Flats,950,Females,2024
Punggol,Punggol Field,20_to_24,Condominiums and Other Apartments,160,Females,2024
Punggol,Punggol Field,25_to_29,1- and 2-Room Flats*,40,Females,2024
Punggol,Punggol Field,25_to_29,3-Room Flats,10,Females,2024
Punggol,Punggol Field,25_to_29,4-Room Flats,420,Females,2024
Punggol,Punggol Field,25_to_29,5-Room and Executive Flats,790,Females,2024
Punggol,Punggol Field,25_to_29,Condominiums and Other Apartments,90,Females,2024
Punggol,Punggol Field,30_to_34,1- and 2-Room Flats*,40,Females,2024
Punggol,Punggol Field,30_to_34,3-Room Flats,10,Females,2024
Punggol,Punggol Field,30_to_34,4-Room Flats,430,Females,2024
Punggol,Punggol Field,30_to_34,5-Room and Executive Flats,780,Females,2024
Punggol,Punggol Field,30_to_34,Condominiums and Other Apartments,120,Females,2024
Punggol,Punggol Field,35_to_39,1- and 2-Room Flats*,30,Females,2024
Punggol,Punggol Field,35_to_39,3-Room Flats,10,Females,2024
Punggol,Punggol Field,35_to_39,4-Room Flats,500,Females,2024
Punggol,Punggol Field,35_to_39,5-Room and Executive Flats,960,Females,2024
Punggol,Punggol Field,35_to_39,Condominiums and Other Apartments,300,Females,2024
Punggol,Punggol Field,40_to_44,1- and 2-Room Flats*,30,Females,2024
Punggol,Punggol Field,40_to_44,3-Room Flats,20,Females,2024
Punggol,Punggol Field,40_to_44,4-Room Flats,570,Females,2024
Punggol,Punggol Field,40_to_44,5-Room and Executive Flats,"1,230",Females,2024
Punggol,Punggol Field,40_to_44,Condominiums and Other Apartments,370,Females,2024
Punggol,Punggol Field,45_to_49,1- and 2-Room Flats*,30,Females,2024
Punggol,Punggol Field,45_to_49,3-Room Flats,20,Females,2024
Punggol,Punggol Field,45_to_49,4-Room Flats,590,Females,2024
Punggol,Punggol Field,45_to_49,5-Room and Executive Flats,"1,450",Females,2024
Punggol,Punggol Field,45_to_49,Condominiums and Other Apartments,350,Females,2024
Punggol,Punggol Field,50_to_54,1- and 2-Room Flats*,20,Females,2024
Punggol,Punggol Field,50_to_54,3-Room Flats,10,Females,2024
Punggol,Punggol Field,50_to_54,4-Room Flats,570,Females,2024
Punggol,Punggol Field,50_to_54,5-Room and Executive Flats,"1,300",Females,2024
Punggol,Punggol Field,50_to_54,Condominiums and Other Apartments,230,Females,2024
Punggol,Punggol Field,55_to_59,1- and 2-Room Flats*,20,Females,2024
Punggol,Punggol Field,55_to_59,3-Room Flats,10,Females,2024
Punggol,Punggol Field,55_to_59,4-Room Flats,450,Females,2024
Punggol,Punggol Field,55_to_59,5-Room and Executive Flats,920,Females,2024
Punggol,Punggol Field,55_to_59,Condominiums and Other Apartments,100,Females,2024
Punggol,Punggol Field,60_to_64,1- and 2-Room Flats*,20,Females,2024
Punggol,Punggol Field,60_to_64,3-Room Flats,10,Females,2024
Punggol,Punggol Field,60_to_64,4-Room Flats,440,Females,2024
Punggol,Punggol Field,60_to_64,5-Room and Executive Flats,810,Females,2024
Punggol,Punggol Field,60_to_64,Condominiums and Other Apartments,70,Females,2024
Punggol,Punggol Field,60_to_64,Others,10,Females,2024
Punggol,Punggol Field,65_to_69,1- and 2-Room Flats*,20,Females,2024
Punggol,Punggol Field,65_to_69,3-Room Flats,10,Females,2024
Punggol,Punggol Field,65_to_69,4-Room Flats,400,Females,2024
Punggol,Punggol Field,65_to_69,5-Room and Executive Flats,660,Females,2024
Punggol,Punggol Field,65_to_69,Condominiums and Other Apartments,50,Females,2024
Punggol,Punggol Field,65_to_69,Others,10,Females,2024
Punggol,Punggol Field,70_to_74,1- and 2-Room Flats*,10,Females,2024
Punggol,Punggol Field,70_to_74,3-Room Flats,10,Females,2024
Punggol,Punggol Field,70_to_74,4-Room Flats,290,Females,2024
Punggol,Punggol Field,70_to_74,5-Room and Executive Flats,490,Females,2024
Punggol,Punggol Field,70_to_74,Condominiums and Other Apartments,50,Females,2024
Punggol,Punggol Field,70_to_74,Others,20,Females,2024
Punggol,Punggol Field,75_to_79,1- and 2-Room Flats*,10,Females,2024
Punggol,Punggol Field,75_to_79,3-Room Flats,10,Females,2024
Punggol,Punggol Field,75_to_79,4-Room Flats,180,Females,2024
Punggol,Punggol Field,75_to_79,5-Room and Executive Flats,330,Females,2024
Punggol,Punggol Field,75_to_79,Condominiums and Other Apartments,30,Females,2024
Punggol,Punggol Field,75_to_79,Others,10,Females,2024
Punggol,Punggol Field,80_to_84,1- and 2-Room Flats*,10,Females,2024
Punggol,Punggol Field,80_to_84,4-Room Flats,90,Females,2024
Punggol,Punggol Field,80_to_84,5-Room and Executive Flats,170,Females,2024
Punggol,Punggol Field,80_to_84,Condominiums and Other Apartments,20,Females,2024
Punggol,Punggol Field,80_to_84,Others,30,Females,2024
Punggol,Punggol Field,85_to_89,4-Room Flats,50,Females,2024
Punggol,Punggol Field,85_to_89,5-Room and Executive Flats,100,Females,2024
Punggol,Punggol Field,85_to_89,Condominiums and Other Apartments,10,Females,2024
Punggol,Punggol Field,85_to_89,Others,20,Females,2024
Punggol,Punggol Field,90 & Over,4-Room Flats,20,Females,2024
Punggol,Punggol Field,90 & Over,5-Room and Executive Flats,40,Females,2024
Punggol,Punggol Field,90 & Over,Others,30,Females,2024
Punggol,Punggol Town Centre,0_to_4,1- and 2-Room Flats*,50,Females,2024
Punggol,Punggol Town Centre,0_to_4,3-Room Flats,70,Females,2024
Punggol,Punggol Town Centre,0_to_4,4-Room Flats,440,Females,2024
Punggol,Punggol Town Centre,0_to_4,5-Room and Executive Flats,220,Females,2024
Punggol,Punggol Town Centre,0_to_4,Condominiums and Other Apartments,130,Females,2024
Punggol,Punggol Town Centre,5_to_9,1- and 2-Room Flats*,70,Females,2024
Punggol,Punggol Town Centre,5_to_9,3-Room Flats,80,Females,2024
Punggol,Punggol Town Centre,5_to_9,4-Room Flats,520,Females,2024
Punggol,Punggol Town Centre,5_to_9,5-Room and Executive Flats,250,Females,2024
Punggol,Punggol Town Centre,5_to_9,Condominiums and Other Apartments,220,Females,2024
Punggol,Punggol Town Centre,10_to_14,1- and 2-Room Flats*,40,Females,2024
Punggol,Punggol Town Centre,10_to_14,3-Room Flats,100,Females,2024
Punggol,Punggol Town Centre,10_to_14,4-Room Flats,410,Females,2024
Punggol,Punggol Town Centre,10_to_14,5-Room and Executive Flats,190,Females,2024
Punggol,Punggol Town Centre,10_to_14,Condominiums and Other Apartments,190,Females,2024
Punggol,Punggol Town Centre,15_to_19,1- and 2-Room Flats*,40,Females,2024
Punggol,Punggol Town Centre,15_to_19,3-Room Flats,80,Females,2024
Punggol,Punggol Town Centre,15_to_19,4-Room Flats,240,Females,2024
Punggol,Punggol Town Centre,15_to_19,5-Room and Executive Flats,130,Females,2024
Punggol,Punggol Town Centre,15_to_19,Condominiums and Other Apartments,130,Females,2024
Punggol,Punggol Town Centre,20_to_24,1- and 2-Room Flats*,40,Females,2024
Punggol,Punggol Town Centre,20_to_24,3-Room Flats,60,Females,2024
Punggol,Punggol Town Centre,20_to_24,4-Room Flats,170,Females,2024
Punggol,Punggol Town Centre,20_to_24,5-Room and Executive Flats,90,Females,2024
Punggol,Punggol Town Centre,20_to_24,Condominiums and Other Apartments,70,Females,2024
Punggol,Punggol Town Centre,25_to_29,1- and 2-Room Flats*,40,Females,2024
Punggol,Punggol Town Centre,25_to_29,3-Room Flats,80,Females,2024
Punggol,Punggol Town Centre,25_to_29,4-Room Flats,250,Females,2024
Punggol,Punggol Town Centre,25_to_29,5-Room and Executive Flats,80,Females,2024
Punggol,Punggol Town Centre,25_to_29,Condominiums and Other Apartments,80,Females,2024
Punggol,Punggol Town Centre,30_to_34,1- and 2-Room Flats*,60,Females,2024
Punggol,Punggol Town Centre,30_to_34,3-Room Flats,130,Females,2024
Punggol,Punggol Town Centre,30_to_34,4-Room Flats,600,Females,2024
Punggol,Punggol Town Centre,30_to_34,5-Room and Executive Flats,200,Females,2024
Punggol,Punggol Town Centre,30_to_34,Condominiums and Other Apartments,210,Females,2024
Punggol,Punggol Town Centre,35_to_39,1- and 2-Room Flats*,60,Females,2024
Punggol,Punggol Town Centre,35_to_39,3-Room Flats,220,Females,2024
Punggol,Punggol Town Centre,35_to_39,4-Room Flats,880,Females,2024
Punggol,Punggol Town Centre,35_to_39,5-Room and Executive Flats,410,Females,2024
Punggol,Punggol Town Centre,35_to_39,Condominiums and Other Apartments,310,Females,2024
Punggol,Punggol Town Centre,40_to_44,1- and 2-Room Flats*,50,Females,2024
Punggol,Punggol Town Centre,40_to_44,3-Room Flats,170,Females,2024
Punggol,Punggol Town Centre,40_to_44,4-Room Flats,800,Females,2024
Punggol,Punggol Town Centre,40_to_44,5-Room and Executive Flats,310,Females,2024
Punggol,Punggol Town Centre,40_to_44,Condominiums and Other Apartments,330,Females,2024
Punggol,Punggol Town Centre,45_to_49,1- and 2-Room Flats*,60,Females,2024
Punggol,Punggol Town Centre,45_to_49,3-Room Flats,140,Females,2024
Punggol,Punggol Town Centre,45_to_49,4-Room Flats,430,Females,2024
Punggol,Punggol Town Centre,45_to_49,5-Room and Executive Flats,190,Females,2024
Punggol,Punggol Town Centre,45_to_49,Condominiums and Other Apartments,210,Females,2024
Punggol,Punggol Town Centre,50_to_54,1- and 2-Room Flats*,60,Females,2024
Punggol,Punggol Town Centre,50_to_54,3-Room Flats,130,Females,2024
Punggol,Punggol Town Centre,50_to_54,4-Room Flats,270,Females,2024
Punggol,Punggol Town Centre,50_to_54,5-Room and Executive Flats,130,Females,2024
Punggol,Punggol Town Centre,50_to_54,Condominiums and Other Apartments,150,Females,2024
Punggol,Punggol Town Centre,55_to_59,1- and 2-Room Flats*,50,Females,2024
Punggol,Punggol Town Centre,55_to_59,3-Room Flats,100,Females,2024
Punggol,Punggol Town Centre,55_to_59,4-Room Flats,190,Females,2024
Punggol,Punggol Town Centre,55_to_59,5-Room and Executive Flats,90,Females,2024
Punggol,Punggol Town Centre,55_to_59,Condominiums and Other Apartments,70,Females,2024
Punggol,Punggol Town Centre,60_to_64,1- and 2-Room Flats*,30,Females,2024
Punggol,Punggol Town Centre,60_to_64,3-Room Flats,120,Females,2024
Punggol,Punggol Town Centre,60_to_64,4-Room Flats,150,Females,2024
Punggol,Punggol Town Centre,60_to_64,5-Room and Executive Flats,40,Females,2024
Punggol,Punggol Town Centre,60_to_64,Condominiums and Other Apartments,40,Females,2024
Punggol,Punggol Town Centre,65_to_69,1- and 2-Room Flats*,30,Females,2024
Punggol,Punggol Town Centre,65_to_69,3-Room Flats,90,Females,2024
Punggol,Punggol Town Centre,65_to_69,4-Room Flats,140,Females,2024
Punggol,Punggol Town Centre,65_to_69,5-Room and Executive Flats,50,Females,2024
Punggol,Punggol Town Centre,65_to_69,Condominiums and Other Apartments,40,Females,2024
Punggol,Punggol Town Centre,70_to_74,1- and 2-Room Flats*,30,Females,2024
Punggol,Punggol Town Centre,70_to_74,3-Room Flats,80,Females,2024
Punggol,Punggol Town Centre,70_to_74,4-Room Flats,110,Females,2024
Punggol,Punggol Town Centre,70_to_74,5-Room and Executive Flats,40,Females,2024
Punggol,Punggol Town Centre,70_to_74,Condominiums and Other Apartments,20,Females,2024
Punggol,Punggol Town Centre,75_to_79,1- and 2-Room Flats*,20,Females,2024
Punggol,Punggol Town Centre,75_to_79,3-Room Flats,60,Females,2024
Punggol,Punggol Town Centre,75_to_79,4-Room Flats,60,Females,2024
Punggol,Punggol Town Centre,75_to_79,5-Room and Executive Flats,20,Females,2024
Punggol,Punggol Town Centre,75_to_79,Condominiums and Other Apartments,10,Females,2024
Punggol,Punggol Town Centre,80_to_84,1- and 2-Room Flats*,10,Females,2024
Punggol,Punggol Town Centre,80_to_84,3-Room Flats,20,Females,2024
Punggol,Punggol Town Centre,80_to_84,4-Room Flats,30,Females,2024
Punggol,Punggol Town Centre,80_to_84,5-Room and Executive Flats,20,Females,2024
Punggol,Punggol Town Centre,80_to_84,Condominiums and Other Apartments,10,Females,2024
Punggol,Punggol Town Centre,85_to_89,3-Room Flats,10,Females,2024
Punggol,Punggol Town Centre,85_to_89,4-Room Flats,20,Females,2024
Punggol,Punggol Town Centre,85_to_89,5-Room and Executive Flats,10,Females,2024
Punggol,Punggol Town Centre,90 & Over,3-Room Flats,10,Females,2024
Punggol,Waterway East,0_to_4,1- and 2-Room Flats*,40,Females,2024
Punggol,Waterway East,0_to_4,3-Room Flats,120,Females,2024
Punggol,Waterway East,0_to_4,4-Room Flats,"1,060",Females,2024
Punggol,Waterway East,0_to_4,5-Room and Executive Flats,400,Females,2024
Punggol,Waterway East,0_to_4,Condominiums and Other Apartments,140,Females,2024
Punggol,Waterway East,5_to_9,1- and 2-Room Flats*,40,Females,2024
Punggol,Waterway East,5_to_9,3-Room Flats,130,Females,2024
Punggol,Waterway East,5_to_9,4-Room Flats,"1,240",Females,2024
Punggol,Waterway East,5_to_9,5-Room and Executive Flats,620,Females,2024
Punggol,Waterway East,5_to_9,Condominiums and Other Apartments,270,Females,2024
Punggol,Waterway East,10_to_14,1- and 2-Room Flats*,60,Females,2024
Punggol,Waterway East,10_to_14,3-Room Flats,120,Females,2024
Punggol,Waterway East,10_to_14,4-Room Flats,950,Females,2024
Punggol,Waterway East,10_to_14,5-Room and Executive Flats,510,Females,2024
Punggol,Waterway East,10_to_14,Condominiums and Other Apartments,310,Females,2024
Punggol,Waterway East,15_to_19,1- and 2-Room Flats*,60,Females,2024
Punggol,Waterway East,15_to_19,3-Room Flats,110,Females,2024
Punggol,Waterway East,15_to_19,4-Room Flats,600,Females,2024
Punggol,Waterway East,15_to_19,5-Room and Executive Flats,390,Females,2024
Punggol,Waterway East,15_to_19,Condominiums and Other Apartments,230,Females,2024
Punggol,Waterway East,20_to_24,1- and 2-Room Flats*,90,Females,2024
Punggol,Waterway East,20_to_24,3-Room Flats,110,Females,2024
Punggol,Waterway East,20_to_24,4-Room Flats,410,Females,2024
Punggol,Waterway East,20_to_24,5-Room and Executive Flats,290,Females,2024
Punggol,Waterway East,20_to_24,Condominiums and Other Apartments,160,Females,2024
Punggol,Waterway East,25_to_29,1- and 2-Room Flats*,80,Females,2024
Punggol,Waterway East,25_to_29,3-Room Flats,160,Females,2024
Punggol,Waterway East,25_to_29,4-Room Flats,690,Females,2024
Punggol,Waterway East,25_to_29,5-Room and Executive Flats,240,Females,2024
Punggol,Waterway East,25_to_29,Condominiums and Other Apartments,70,Females,2024
Punggol,Waterway East,30_to_34,1- and 2-Room Flats*,90,Females,2024
Punggol,Waterway East,30_to_34,3-Room Flats,190,Females,2024
Punggol,Waterway East,30_to_34,4-Room Flats,"1,430",Females,2024
Punggol,Waterway East,30_to_34,5-Room and Executive Flats,440,Females,2024
Punggol,Waterway East,30_to_34,Condominiums and Other Apartments,100,Females,2024
Punggol,Waterway East,35_to_39,1- and 2-Room Flats*,100,Females,2024
Punggol,Waterway East,35_to_39,3-Room Flats,250,Females,2024
Punggol,Waterway East,35_to_39,4-Room Flats,"1,950",Females,2024
Punggol,Waterway East,35_to_39,5-Room and Executive Flats,870,Females,2024
Punggol,Waterway East,35_to_39,Condominiums and Other Apartments,290,Females,2024
Punggol,Waterway East,40_to_44,1- and 2-Room Flats*,170,Females,2024
Punggol,Waterway East,40_to_44,3-Room Flats,230,Females,2024
Punggol,Waterway East,40_to_44,4-Room Flats,"1,740",Females,2024
Punggol,Waterway East,40_to_44,5-Room and Executive Flats,750,Females,2024
Punggol,Waterway East,40_to_44,Condominiums and Other Apartments,460,Females,2024
Punggol,Waterway East,45_to_49,1- and 2-Room Flats*,170,Females,2024
